"Date","Price","Open","High","Low","Vol.","Change %"
"27/07/2026","58.253","59.500","59.500","58.525","0.13K","-8.37%"
"24/07/2026","63.575","63.270","64.400","63.270","0.20K","2.71%"
"23/07/2026","61.898","61.860","61.860","61.860","0.01K","-1.02%"
"22/07/2026","62.537","62.395","62.395","62.395","0.01K","4.82%"
"21/07/2026","59.663","59.663","59.663","59.663","0.03K","1.57%"
"20/07/2026","58.742","59.955","59.955","58.380","0.03K","2.35%"
"17/07/2026","57.395","56.305","56.305","56.305","0.06K","4.76%"
"16/07/2026","54.785","55.560","55.560","55.300","0.02K","0.79%"
"15/07/2026","54.353","54.995","54.995","54.995","0.01K","2.63%"
"14/07/2026","52.959","52.900","53.445","52.900","0.03K","3.28%"
"13/07/2026","51.275","51.100","51.650","51.100","0.03K","5.38%"
"10/07/2026","48.655","48.580","48.580","48.265","0.05K","-2.89%"
"09/07/2026","50.102","48.825","50.045","48.400","0.06K","2.20%"
"08/07/2026","49.022","48.165","49.280","47.905","0.14K","5.25%"
"07/07/2026","46.576","46.576","46.576","46.576","0.01K","5.54%"
"06/07/2026","44.131","44.225","44.740","44.100","0.06K","-0.27%"
"03/07/2026","44.250","44.225","44.250","44.100","0.05K","0.53%"
"02/07/2026","44.015","43.700","44.400","43.700","0.06K","2.89%"
"01/07/2026","42.779","43.620","43.655","43.150","0.03K","-1.53%"
"30/06/2026","43.444","43.475","43.845","43.475","0.08K","2.07%"
"29/06/2026","42.565","42.050","42.050","42.050","0.12K","4.37%"
"26/06/2026","40.782","40.400","40.905","40.280","0.19K","0.93%"
"25/06/2026","40.405","40.405","40.405","40.405","0.06K","-1.15%"
"24/06/2026","40.876","41.535","41.535","40.995","0.02K","-2.71%"
"23/06/2026","42.014","41.710","42.050","41.470","0.09K","0.30%"
"22/06/2026","41.887","40.840","42.700","40.840","0.34K","-0.43%"
"19/06/2026","42.070","40.523","42.500","41.655","0.13K","3.82%"
"18/06/2026","40.523","40.110","41.190","40.110","0.09K","-3.32%"
"17/06/2026","41.915","41.720","42.175","40.750","0.13K","0.35%"
"16/06/2026","41.769","42.000","42.500","41.500","0.22K","-1.74%"
"15/06/2026","42.507","44.390","44.450","41.980","0.15K","-9.12%"
"12/06/2026","46.773","47.000","48.505","46.500","0.71K","-5.87%"
"11/06/2026","49.690","50.210","50.610","49.540","0.06K","-0.60%"
"10/06/2026","49.989","48.895","50.700","48.590","0.04K","2.55%"
"09/06/2026","48.744","50.050","50.075","48.620","0.10K","-2.17%"
"08/06/2026","49.826","49.826","49.826","49.826","","2.74%"
"05/06/2026","48.496","48.496","48.496","48.496","","-0.53%"
"04/06/2026","48.752","49.050","49.050","49.050","0.01K","-0.23%"
"03/06/2026","48.864","49.300","49.505","48.850","0.15K","2.64%"
"02/06/2026","47.607","47.905","48.090","47.550","0.03K","-3.02%"
"01/06/2026","49.090","47.850","49.165","47.825","0.02K","6.72%"
"29/05/2026","46.001","47.145","47.275","47.145","0.00K","-1.96%"
"28/05/2026","46.921","46.921","46.921","46.921","0.05K","1.09%"
"27/05/2026","46.413","45.985","46.250","45.300","0.14K","-2.23%"
"26/05/2026","47.472","47.215","47.840","46.990","0.09K","-2.49%"
"22/05/2026","48.683","48.625","48.955","47.390","0.05K","-1.47%"
"21/05/2026","49.408","49.300","50.025","48.755","0.09K","-0.03%"
"20/05/2026","49.425","51.535","51.750","48.070","0.11K","-4.61%"
"19/05/2026","51.816","50.450","51.830","50.450","0.03K","3.12%"
"18/05/2026","50.250","51.285","51.285","49.100","0.25K","0.17%"
"15/05/2026","50.167","50.450","50.450","50.450","0.00K","5.27%"
"14/05/2026","47.655","46.600","47.955","46.600","0.03K","1.57%"
"13/05/2026","46.920","46.200","46.835","46.200","0.02K","0.51%"
"12/05/2026","46.684","47.300","47.300","46.325","0.00K","0.98%"
"11/05/2026","46.233","46.000","46.380","46.000","0.03K","4.73%"
"08/05/2026","44.143","44.100","44.400","43.700","0.04K","1.34%"
"07/05/2026","43.561","44.200","44.495","42.600","0.03K","-0.78%"
"06/05/2026","43.902","43.125","43.860","42.525","0.02K","-6.44%"
"05/05/2026","46.926","48.375","48.565","46.990","0.03K","-2.53%"
"04/05/2026","48.143","47.000","49.015","46.550","0.09K","5.19%"
"01/05/2026","45.766","46.475","46.600","45.000","0.34K","-0.48%"
"30/04/2026","45.987","47.105","47.105","45.685","0.01K","-1.85%"
"29/04/2026","46.853","44.590","44.590","44.590","0.01K","7.48%"
"28/04/2026","43.594","44.945","45.165","44.945","0.09K","-2.36%"
"27/04/2026","44.646","45.000","45.200","43.700","0.07K","-0.48%"
"24/04/2026","44.861","44.861","44.861","44.861","0.19K","0.82%"
"23/04/2026","44.496","44.600","44.900","44.025","0.02K","2.17%"
"22/04/2026","43.552","43.552","43.552","43.552","0.06K","3.87%"
"21/04/2026","41.931","41.160","42.000","41.150","0.04K","4.07%"
"20/04/2026","40.292","40.240","40.545","39.650","0.19K","3.93%"
"17/04/2026","38.769","41.675","41.700","38.390","0.05K","-8.61%"
"16/04/2026","42.422","42.195","42.865","41.605","0.38K","2.47%"
"15/04/2026","41.399","43.300","43.300","43.300","0.00K","-4.53%"
"14/04/2026","43.365","44.215","44.500","42.525","0.06K","-6.57%"
"13/04/2026","46.413","46.150","46.500","46.000","0.05K","6.36%"
"10/04/2026","43.638","45.200","45.200","44.150","0.05K","-5.49%"
